Taxa de fecundidade;;;;
Sigla;Código;Município;1991;2000
MA;2110203;Santa Rita;6,67;3,9
MA;2110237;Santana do Maranhão;6,535;5,141
MA;2110278;Santo Amaro do Maranhão;8,143;5,177
MA;2110302;Santo Antônio dos Lopes;3,969;2,881
MA;2110401;São Benedito do Rio Preto;6,14;4,239
MA;2110500;São Bento;5,399;2,94
MA;2110609;São Bernardo;5,85;4,687
MA;2110658;São Domingos do Azeitão;5,791;4,08
MA;2110708;São Domingos do Maranhão;4,157;3,61
MA;2110807;São Félix de Balsas;6,086;3,974
MA;2110856;São Francisco do Brejão;4,426;3,916
MA;2110906;São Francisco do Maranhão;4,911;3,726
MA;2111003;São João Batista;5,334;2,94
MA;2111029;São João do Carú;6,547;4,821
MA;2111052;São João do Paraíso;5,623;3,044
MA;2111078;São João do Soter;5,65;3,815
MA;2111102;São João dos Patos;3,987;2,864
MA;2111201;São José de Ribamar;4,58;2,73
MA;2111250;São José dos Basílios;5,911;3,829
MA;2111300;São Luís;2,744;2
MA;2111409;São Luís Gonzaga do Maranhão;4,553;3,363
MA;2111508;São Mateus do Maranhão;5,084;3,417
MA;2111532;São Pedro da Água Branca;4,911;3,437
MA;2111573;São Pedro dos Crentes;5,62;3,921
MA;2111607;São Raimundo das Mangabeiras;6,21;3,46
MA;2111631;São Raimundo do Doca Bezerra;4,759;4,208
MA;2111672;São Roberto;5,115;3,825
MA;2111706;São Vicente Ferrer;6,13;3,433
MA;2111722;Satubinha;5,678;3,799
MA;2111748;Senador Alexandre Costa;4,302;3,311
MA;2111763;Senador La Rocque;5,843;3,521
MA;2111789;Serrano do Maranhão;6,222;3,337
MA;2111805;Sítio Novo;5,982;4,151
MA;2111904;Sucupira do Norte;4,948;3,261
MA;2111953;Sucupira do Riachão;5,257;3,858
MA;2112001;Tasso Fragoso;5,527;4,812
MA;2112100;Timbiras;5,75;4,091
MA;2112209;Timon;4,209;2,726
MA;2112233;Trizidela do Vale;4,443;2,833
MA;2112274;Tufilândia;6,796;4,389
MA;2112308;Tuntum;5,021;3,652
MA;2112407;Turiaçu;7,814;4,528
MA;2112456;Turilândia;7,879;3,482
MA;2112506;Tutóia;7,553;5,085
MA;2112605;Urbano Santos;6,386;4,58
MA;2112704;Vargem Grande;5,418;4,514
MA;2112803;Viana;4,998;2,94
MA;2112852;Vila Nova dos Martírios;4,007;3,51
MA;2112902;Vitória do Mearim;5,433;4,184
MA;2113009;Vitorino Freire;5,011;3,339
MA;2114007;Zé Doca;5,29;3,325
MG;3100104;Abadia dos Dourados;2,56;2,544
MG;3100203;Abaeté;2,74;2,41
MG;3100302;Abre Campo;3,32;2,684
MG;3100401;Acaiaca;4,9;2,24
MG;3100500;Açucena;3,731;2,576
MG;3100609;Água Boa;4,679;2,528
MG;3100708;Água Comprida;3,694;2,752
MG;3100807;Aguanil;2,416;2,39
MG;3100906;Águas Formosas;3,708;2,532
MG;3101003;Águas Vermelhas;5,217;3,664
MG;3101102;Aimorés;2,863;2,045
MG;3101201;Aiuruoca;2,966;2,18
MG;3101300;Alagoa;2,411;2,313
MG;3101409;Albertina;2,652;2,591
MG;3101508;Além Paraíba;2,398;2,206
MG;3101607;Alfenas;2,813;2,235
MG;3101631;Alfredo Vasconcelos;2,814;2,579
MG;3101706;Almenara;3,46;2,416
MG;3101805;Alpercata;3,348;2,354
MG;3101904;Alpinópolis;2,392;2,361
MG;3102001;Alterosa;3,239;2,518
MG;3102050;Alto Caparaó;4,005;2,709
MG;3102100;Alto Rio Doce;3,299;2,52
MG;3102209;Alvarenga;2,984;2,51
MG;3102308;Alvinópolis;3,128;2,58
MG;3102407;Alvorada de Minas;4,714;4,672
MG;3102506;Amparo do Serra;3,082;2,847
MG;3102605;Andradas;2,503;2,451
MG;3102704;Cachoeira de Pajeú;4,397;3,565
MG;3102803;Andrelândia;2,867;2,679
MG;3102852;Angelândia;5,471;4,46
MG;3102902;Antônio Carlos;2,935;2,14
MG;3103009;Antônio Dias;3,5;2,961
MG;3103108;Antônio Prado de Minas;2,457;2,38
MG;3103207;Araçaí;2,52;2,358
MG;3103306;Aracitaba;2,953;2,58
MG;3103405;Araçuaí;3,927;3,158
MG;3103504;Araguari;2,29;2,04
MG;3103603;Arantina;3,01;2,486
MG;3103702;Araponga;4,431;3,305
MG;3103751;Araporã;3,204;2,572
MG;3103801;Arapuá;2,173;2,11
MG;3103900;Araújos;2,62;2,39
MG;3104007;Araxá;2,463;2,049
MG;3104106;Arceburgo;2,873;2,35
MG;3104205;Arcos;2,613;1,998
MG;3104304;Areado;3,251;2,424
MG;3104403;Argirita;2,22;2,047
MG;3104452;Aricanduva;5,459;3,814
MG;3104502;Arinos;3,949;3,536
MG;3104601;Astolfo Dutra;2,615;2,11
MG;3104700;Ataléia;3,99;3,816
MG;3104809;Augusto de Lima;3,631;2,88
MG;3104908;Baependi;2,752;2,503
MG;3105004;Baldim;2,819;2,268
MG;3105103;Bambuí;2,164;2,1
MG;3105202;Bandeira;4,401;2,79
MG;3105301;Bandeira do Sul;2,839;2,599
MG;3105400;Barão de Cocais;2,645;2,287
MG;3105509;Barão de Monte Alto;2,666;2,232
MG;3105608;Barbacena;2,086;1,932
MG;3105707;Barra Longa;2,609;2,17
MG;3105905;Barroso;2,707;2,022
MG;3106002;Bela Vista de Minas;2,378;2,122
MG;3106101;Belmiro Braga;2,944;2,853
MG;3106200;Belo Horizonte;1,954;1,649
MG;3106309;Belo Oriente;3,111;2,76
MG;3106408;Belo Vale;2,712;2,16
MG;3106507;Berilo;4,882;2,991
MG;3106606;Bertópolis;4,216;3,124
MG;3106655;Berizal;6,096;3,775
MG;3106705;Betim;3,012;2,496
MG;3106804;Bias Fortes;3,169;2,66
MG;3106903;Bicas;2,521;2,21
MG;3107000;Biquinhas;2,71;2,348
MG;3107109;Boa Esperança;3,281;2,38
MG;3107208;Bocaina de Minas;3,66;2,724
MG;3107307;Bocaiúva;4,925;2,341
MG;3107406;Bom Despacho;3,027;2,144
MG;3107505;Bom Jardim de Minas;2,994;2,388
MG;3107604;Bom Jesus da Penha;2,96;2,423
MG;3107703;Bom Jesus do Amparo;2,531;2,3
MG;3107802;Bom Jesus do Galho;3,59;2,3
MG;3107901;Bom Repouso;2,975;2,342
MG;3108008;Bom Sucesso;2,932;2,123
MG;3108107;Bonfim;2,486;2,23
MG;3108206;Bonfinópolis de Minas;2,883;2,787
MG;3108255;Bonito de Minas;6,497;5,073
MG;3108305;Borda da Mata;2,181;2,14
MG;3108404;Botelhos;2,95;2,311
MG;3108503;Botumirim;4,938;4,774
MG;3108552;Brasilândia de Minas;3,234;3,164
MG;3108602;Brasília de Minas;3,7;2,72
MG;3108701;Brás Pires;3,572;2,52
MG;3108800;Braúnas;5,312;2,526
MG;3108909;Brasópolis;3,04;2,673
MG;3109006;Brumadinho;2,163;1,83
MG;3109105;Bueno Brandão;2,32;2,212
MG;3109204;Buenópolis;3,994;2,803
MG;3109253;Bugre;3,17;2,42
MG;3109303;Buritis;3,951;3,206
MG;3109402;Buritizeiro;4,098;2,761
MG;3109451;Cabeceira Grande;3,588;3,292
MG;3109501;Cabo Verde;3,34;2,838
MG;3109600;Cachoeira da Prata;2,52;2,37
MG;3109709;Cachoeira de Minas;2,93;2,784
MG;3109808;Cachoeira Dourada;2,444;2,05
MG;3109907;Caetanópolis;2,74;2,374
MG;3110004;Caeté;3,08;2,863
MG;3110103;Caiana;2,632;2,23
MG;3110202;Cajuri;3,805;2,433
MG;3110301;Caldas;2,645;2,31
MG;3110400;Camacho;3,6;2,26
MG;3110509;Camanducaia;2,908;2,442
MG;3110608;Cambuí;2,181;2,14
MG;3110707;Cambuquira;2,487;2,45
MG;3110806;Campanário;3,84;3,075
MG;3110905;Campanha;2,37;2,38
MG;3111002;Campestre;2,323;2,23
MG;3111101;Campina Verde;2,577;2,398
MG;3111150;Campo Azul;4,6;3,181
MG;3111200;Campo Belo;2,403;1,993
MG;3111309;Campo do Meio;3,33;3,232
MG;3111408;Campo Florido;2,841;2,75
MG;3111507;Campos Altos;2,75;2,457
MG;3111606;Campos Gerais;3,009;2,73
MG;3111705;Canaã;3,747;3,273
MG;3111804;Canápolis;2,57;2,57
MG;3111903;Cana Verde;2,787;2,178
MG;3112000;Candeias;2,237;2,066
MG;3112059;Cantagalo;4,901;2,53
MG;3112109;Caparaó;3,915;3,259
MG;3112208;Capela Nova;2,71;2,46
MG;3112307;Capelinha;5,483;4,746
MG;3112406;Capetinga;2,903;2,489
MG;3112505;Capim Branco;2,92;2,617
MG;3112604;Capinópolis;2,369;2,05
MG;3112653;Capitão Andrade;3,802;2,8
MG;3112703;Capitão Enéas;4,367;3,61
MG;3112802;Capitólio;2,29;2,07
MG;3112901;Caputira;3,587;2,765
MG;3113008;Caraí;5,784;4,125
MG;3113107;Caranaíba;2,659;2,14
MG;3113206;Carandaí;2,35;2,19
MG;3113305;Carangola;2,41;2,378
MG;3113404;Caratinga;2,878;2,12
MG;3113503;Carbonita;4,567;4,553
MG;3113602;Careaçu;3,173;2,314
MG;3113701;Carlos Chagas;3,982;2,328
MG;3113800;Carmésia;3,039;2,276
MG;3113909;Carmo da Cachoeira;3,328;2,935
MG;3114006;Carmo da Mata;2,729;2,531
MG;3114105;Carmo de Minas;2,766;2,5
MG;3114204;Carmo do Cajuru;2,283;2,159
MG;3114303;Carmo do Paranaíba;2,192;2,11
MG;3114402;Carmo do Rio Claro;2,65;2,488
MG;3114501;Carmópolis de Minas;2,808;2,224
MG;3114550;Carneirinho;2,573;2,323
MG;3114600;Carrancas;3,297;2,48
MG;3114709;Carvalhópolis;2,63;2,301
MG;3114808;Carvalhos;2,979;2,382
MG;3114907;Casa Grande;2,37;2,366
MG;3115003;Cascalho Rico;2,719;2,292
MG;3115102;Cássia;2,784;2,07
MG;3115201;Conceição da Barra de Minas;2,962;2,534
MG;3115300;Cataguases;2,783;2,01
MG;3115359;Catas Altas;2,975;2,806
MG;3115409;Catas Altas da Noruega;2,769;2,35
MG;3115458;Catuji;5,288;4,03
MG;3115474;Catuti;5,136;3,279
MG;3115508;Caxambu;2,608;2,342
MG;3115607;Cedro do Abaeté;2,995;2,709
MG;3115706;Central de Minas;3,033;2,257
MG;3115805;Centralina;2,57;2,243
MG;3115904;Chácara;3,01;2,733
MG;3116001;Chalé;3,763;2,784
MG;3116100;Chapada do Norte;5,126;3,46
MG;3116159;Chapada Gaúcha;5,806;5,115
MG;3116209;Chiador;2,744;2,58
MG;3116308;Cipotânea;3,733;2,493
MG;3116407;Claraval;4,682;2,555
MG;3116506;Claro dos Poções;4,074;3,188
MG;3116605;Cláudio;2,33;2,074
MG;3116704;Coimbra;2,888;2,334
MG;3116803;Coluna;4,217;3,271
MG;3116902;Comendador Gomes;2,948;2,32
MG;3117009;Comercinho;4,509;2,403
MG;3117108;Conceição da Aparecida;2,937;2,145
MG;3117207;Conceição das Pedras;2,857;2,42
MG;3117306;Conceição das Alagoas;2,453;2,316
MG;3117405;Conceição de Ipanema;2,777;2,25
MG;3117504;Conceição do Mato Dentro;4,626;3,433
MG;3117603;Conceição do Pará;2,973;2,587
MG;3117702;Conceição do Rio Verde;2,923;2,59
MG;3117801;Conceição dos Ouros;3,17;2,81
MG;3117836;Cônego Marinho;5,364;3,93
MG;3117876;Confins;2,83;2,067
MG;3117900;Congonhal;2,28;2,26
MG;3118007;Congonhas;2,408;2,421
MG;3118106;Congonhas do Norte;6,707;3,946
MG;3118205;Conquista;2,405;2,32
MG;3118304;Conselheiro Lafaiete;2,214;2,094
MG;3118403;Conselheiro Pena;3,293;2,06
MG;3118502;Consolação;3,14;2,839
MG;3118601;Contagem;2,392;2
MG;3118700;Coqueiral;3,074;2,93
MG;3118809;Coração de Jesus;3,66;3,364
MG;3118908;Cordisburgo;2,916;2,114
MG;3119005;Cordislândia;2,933;2,795
MG;3119104;Corinto;3,029;2,447
MG;3119203;Coroaci;3,364;2,335
MG;3119302;Coromandel;2,58;2,568
MG;3119401;Coronel Fabriciano;2,178;1,921
MG;3119500;Coronel Murta;5,124;3,526
MG;3119609;Coronel Pacheco;3,485;2,203
MG;3119708;Coronel Xavier Chaves;2,297;2,237
MG;3119807;Córrego Danta;2,309;2,25
MG;3119906;Córrego do Bom Jesus;2,319;2,26
MG;3119955;Córrego Fundo;2,848;2,261
MG;3120003;Córrego Novo;3,069;2,716
MG;3120102;Couto de Magalhães de Minas;4,139;3,699
MG;3120151;Crisólita;4,923;3,237
MG;3120201;Cristais;2,79;2,48
MG;3120300;Cristália;6,726;4,615
MG;3120409;Cristiano Otoni;2,528;2,454
MG;3120508;Cristina;2,948;2,684
MG;3120607;Crucilândia;3,527;2,7
MG;3120706;Cruzeiro da Fortaleza;2,558;2,3
MG;3120805;Cruzília;3,265;2,917
MG;3120839;Cuparaque;3,271;2,848
MG;3120870;Curral de Dentro;5,431;4,132
MG;3120904;Curvelo;3,153;1,805
MG;3121001;Datas;4,139;3,401
MG;3121100;Delfim Moreira;2,931;2,729
MG;3121209;Delfinópolis;2,964;2,323
MG;3121258;Delta;2,661;2,44
MG;3121308;Descoberto;2,969;2,399
MG;3121407;Desterro de Entre Rios;2,842;2,234
MG;3121506;Desterro do Melo;2,795;2,428
MG;3121605;Diamantina;4,607;2,614
MG;3121704;Diogo de Vasconcelos;3,365;2,76
MG;3121803;Dionísio;3,255;2,58
MG;3121902;Divinésia;3,626;2,39
MG;3122009;Divino;3,85;2,233
MG;3122108;Divino das Laranjeiras;3,277;2,534
MG;3122207;Divinolândia de Minas;5,178;3,082
MG;3122306;Divinópolis;2,32;2,049
MG;3122355;Divisa Alegre;4,851;4,2
MG;3122405;Divisa Nova;3,899;2,504
MG;3122454;Divisópolis;4,201;2,659
MG;3122470;Dom Bosco;3,555;3,476
MG;3122504;Dom Cavati;3,083;2,12
MG;3122603;Dom Joaquim;4,455;3,54
MG;3122702;Dom Silvério;2,449;2,17
MG;3122801;Dom Viçoso;3,424;2,53
MG;3122900;Dona Eusébia;2,847;2,549
MG;3123007;Dores de Campos;2,247;2,085
MG;3123106;Dores de Guanhães;4,226;2,991
MG;3123205;Dores do Indaiá;2,62;2,391
MG;3123304;Dores do Turvo;3,4;2,678
MG;3123403;Doresópolis;2,562;2,105
MG;3123502;Douradoquara;2,8;2,496
MG;3123528;Durandé;4,976;3,246
MG;3123601;Elói Mendes;2,398;2,385
MG;3123700;Engenheiro Caldas;3,375;2,491
MG;3123809;Engenheiro Navarro;4,984;2,573
MG;3123858;Entre Folhas;3,271;2,3
MG;3123908;Entre Rios de Minas;2,68;2,308
MG;3124005;Ervália;3,625;2,576
MG;3124104;Esmeraldas;2,915;2,67
MG;3124203;Espera Feliz;3,082;2,416
MG;3124302;Espinosa;3,77;2,791
MG;3124401;Espírito Santo do Dourado;2,276;2,257
MG;3124500;Estiva;2,482;2,403
MG;3124609;Estrela Dalva;2,959;2,108
MG;3124708;Estrela do Indaiá;3,207;2,98
MG;3124807;Estrela do Sul;2,995;2,296
MG;3124906;Eugenópolis;3,611;2,216
MG;3125002;Ewbank da Câmara;3,22;2,378
MG;3125101;Extrema;2,973;2,598
MG;3125200;Fama;3,273;2,249
MG;3125309;Faria Lemos;3,216;2,96
MG;3125408;Felício dos Santos;4,897;3,867
MG;3125507;São Gonçalo do Rio Preto;4,139;2,746
MG;3125606;Felisburgo;4,126;2,983
MG;3125705;Felixlândia;3,486;2,475
MG;3125804;Fernandes Tourinho;2,72;2,35
MG;3125903;Ferros;3,27;2,994
MG;3125952;Fervedouro;3,854;2,635
MG;3126000;Florestal;2,651;2,562
MG;3126109;Formiga;2,23;1,841
MG;3126208;Formoso;4,044;2,344
MG;3126307;Fortaleza de Minas;2,604;2,32
MG;3126406;Fortuna de Minas;3,672;2,63
MG;3126505;Francisco Badaró;3,877;2,825
MG;3126604;Francisco Dumont;4,861;3,612
MG;3126703;Francisco Sá;3,868;2,866
MG;3126752;Franciscópolis;4,942;4,306
MG;3126802;Frei Gaspar;4,51;3,76
MG;3126901;Frei Inocêncio;3,013;2,682
MG;3126950;Frei Lagonegro;6,472;3,567
MG;3127008;Fronteira;3,098;2,106
MG;3127057;Fronteira dos Vales;3,492;2,485
MG;3127073;Fruta de Leite;6,482;3,728
MG;3127107;Frutal;2,521;2,15
MG;3127206;Funilândia;3,117;2,896
MG;3127305;Galiléia;3,809;2,743
MG;3127339;Gameleiras;4,467;3,439
MG;3127354;Glaucilândia;3,396;2,716
MG;3127370;Goiabeira;3,167;2,25
MG;3127388;Goianá;2,314;2,13
MG;3127404;Gonçalves;3,058;2,58
MG;3127503;Gonzaga;4,714;3,497
MG;3127602;Gouveia;3,744;2,506
MG;3127701;Governador Valadares;2,37;2,06
MG;3127800;Grão Mogol;6,407;3,649
MG;3127909;Grupiara;2,89;2,744
MG;3128006;Guanhães;3,752;3,184
MG;3128105;Guapé;3,33;3,193
MG;3128204;Guaraciaba;4,135;2,15
MG;3128253;Guaraciama;4,7;2,489
MG;3128303;Guaranésia;3,21;2,686
MG;3128402;Guarani;2,663;2,124
MG;3128501;Guarará;2,6;2,405
MG;3128600;Guarda-Mor;3,03;2,954
MG;3128709;Guaxupé;2,974;2,109
MG;3128808;Guidoval;2,721;2,275
MG;3128907;Guimarânia;2,298;2,105
MG;3129004;Guiricema;2,843;2,53
MG;3129103;Gurinhatã;2,989;2,051
MG;3129202;Heliodora;3,118;2,605
MG;3129301;Iapu;3,326;2,481
MG;3129400;Ibertioga;2,907;2,617
MG;3129509;Ibiá;2,515;2,12
MG;3129608;Ibiaí;4,241;3,018
MG;3129657;Ibiracatu;3,628;3,502
MG;3129707;Ibiraci;3,257;2,562
MG;3129806;Ibirité;3,183;2,614
MG;3129905;Ibitiúra de Minas;2,32;2,234
MG;3130002;Ibituruna;2,93;2,603
MG;3130051;Icaraí de Minas;4,404;4,372
MG;3130101;Igarapé;3,173;2,745
MG;3130200;Igaratinga;2,264;2,273
MG;3130309;Iguatama;2,413;2,249
MG;3130408;Ijaci;3,753;2,879
MG;3130507;Ilicínea;3,33;2,859
MG;3130556;Imbé de Minas;5,197;2,486
MG;3130606;Inconfidentes;2,65;2,31
MG;3130655;Indaiabira;4,499;3,446
MG;3130705;Indianópolis;3,004;2,57
MG;3130804;Ingaí;3,064;2,48
MG;3130903;Inhapim;3,357;2,119
MG;3131000;Inhaúma;3,014;2,335
MG;3131109;Inimutaba;3,914;2,675
MG;3131158;Ipaba;3,111;2,74
MG;3131208;Ipanema;3,061;2,099
MG;3131307;Ipatinga;2,448;1,96
MG;3131406;Ipiaçu;2,942;2,073
MG;3131505;Ipuiúna;2,32;2,26
MG;3131604;Iraí de Minas;2,628;2,5
MG;3131703;Itabira;2,469;1,915
MG;3131802;Itabirinha de Mantena;3,403;2,26
MG;3131901;Itabirito;2,408;2,41
MG;3132008;Itacambira;4,938;3,855
MG;3132107;Itacarambi;6,535;4,481
MG;3132206;Itaguara;2,975;2,16
MG;3132305;Itaipé;4,946;3,559
MG;3132404;Itajubá;2,367;2,37
MG;3132503;Itamarandiba;5,118;4,07
MG;3132602;Itamarati de Minas;2,216;2,11
MG;3132701;Itambacuri;3,645;3,177
MG;3132800;Itambé do Mato Dentro;4,71;3,43
MG;3132909;Itamogi;3,314;2,84
MG;3133006;Itamonte;2,533;2,45
MG;3133105;Itanhandu;2,45;2,157
MG;3133204;Itanhomi;3,306;2,29
MG;3133303;Itaobim;3,684;2,582
MG;3133402;Itapagipe;2,52;2,146
MG;3133501;Itapecerica;2,579;2
MG;3133600;Itapeva;2,715;2,602
MG;3133709;Itatiaiuçu;3,367;2,625
MG;3133758;Itaú de Minas;2,44;2,07
MG;3133808;Itaúna;2,32;1,917
MG;3133907;Itaverava;3,39;2,559
MG;3134004;Itinga;5,161;3,2
MG;3134103;Itueta;2,566;2,355
MG;3134202;Ituiutaba;2,105;1,682
MG;3134301;Itumirim;2,681;2,539
MG;3134400;Iturama;2,525;2,133
MG;3134509;Itutinga;3;2,494
MG;3134608;Jaboticatubas;2,892;2,524
MG;3134707;Jacinto;4,123;2,856
MG;3134806;Jacuí;2,903;2,476
MG;3134905;Jacutinga;2,401;2,034
MG;3135001;Jaguaraçu;2,702;2,626
MG;3135050;Jaíba;5,548;3,381
MG;3135076;Jampruca;4,283;3,161
MG;3135100;Janaúba;3,786;2,247
MG;3135209;Januária;5,858;3,102
MG;3135308;Japaraíba;2,483;2,306
MG;3135357;Japonvar;5,039;3,601
MG;3135407;Jeceaba;3,251;2,231
MG;3135456;Jenipapo de Minas;6,442;4,239
MG;3135506;Jequeri;3,997;2,15
MG;3135605;Jequitaí;4,06;2,648
MG;3135704;Jequitibá;3,305;2,345
MG;3135803;Jequitinhonha;3,887;2,927
MG;3135902;Jesuânia;2,684;2,175
MG;3136009;Joaíma;4,82;2,718
MG;3136108;Joanésia;3,5;2,352
MG;3136207;João Monlevade;2,38;2,006
MG;3136306;João Pinheiro;3,029;2,9
MG;3136405;Joaquim Felício;4,698;3,172
MG;3136504;Jordânia;4,869;3,211
MG;3136520;José Gonçalves de Minas;6,957;4,259
MG;3136553;José Raydan;4,211;3,923
MG;3136579;Josenópolis;5,453;4,129
MG;3136603;Nova União;3,266;2,959
MG;3136652;Juatuba;2,524;2,46
MG;3136702;Juiz de Fora;2,016;1,681
MG;3136801;Juramento;4,678;2,309
MG;3136900;Juruaia;3,241;2,701
MG;3136959;Juvenília;6,846;4,575
MG;3137007;Ladainha;3,938;3,763
MG;3137106;Lagamar;3,18;2,95
MG;3137205;Lagoa da Prata;2,295;2,259
MG;3137304;Lagoa dos Patos;4,215;2,569
MG;3137403;Lagoa Dourada;2,831;2,443
MG;3137502;Lagoa Formosa;2,19;2,11
MG;3137536;Lagoa Grande;3,483;2,9
MG;3137601;Lagoa Santa;2,539;2,53
MG;3137700;Lajinha;4,147;2,784
MG;3137809;Lambari;2,522;2,098
MG;3137908;Lamim;2,957;2,64
MG;3138005;Laranjal;2,508;2,01
MG;3138104;Lassance;4,594;3,184
MG;3138203;Lavras;2,871;2,318
MG;3138302;Leandro Ferreira;2,458;2,318
MG;3138351;Leme do Prado;5,688;2,59
MG;3138401;Leopoldina;2,11;2,014
MG;3138500;Liberdade;2,97;2,18
MG;3138609;Lima Duarte;2,689;2,09
MG;3138625;Limeira do Oeste;2,591;2,423
MG;3138658;Lontra;4,303;2,963
MG;3138674;Luisburgo;4,509;3,322
MG;3138682;Luislândia;3,716;3,563
MG;3138708;Luminárias;2,971;2,88
MG;3138807;Luz;2,333;2,26
MG;3138906;Machacalis;3,691;2,485
MG;3139003;Machado;3,364;2,73
MG;3139102;Madre de Deus de Minas;2,422;2,413
MG;3139201;Malacacheta;4,384;3,474
MG;3139250;Mamonas;3,53;2,65
MG;3139300;Manga;6,333;4,332
MG;3139409;Manhuaçu;3,058;2,796
MG;3139508;Manhumirim;2,851;2,804
MG;3139607;Mantena;3,338;2,138
MG;3139706;Maravilhas;2,618;2,172
MG;3139805;Mar de Espanha;2,545;2,271
MG;3139904;Maria da Fé;3,008;2,887
MG;3140001;Mariana;2,921;2,759
MG;3140100;Marilac;4,081;2,35
MG;3140159;Mário Campos;2,842;2,675
MG;3140209;Maripá de Minas;2,429;2,11
MG;3140308;Marliéria;3,591;2,407
MG;3140407;Marmelópolis;3,959;2,903
MG;3140506;Martinho Campos;2,625;2,64
MG;3140530;Martins Soares;3,517;3,09
MG;3140555;Mata Verde;4,108;3,083
MG;3140605;Materlândia;5,439;3,405
MG;3140704;Mateus Leme;2,624;2,459
MG;3140803;Matias Barbosa;2,387;2,173
MG;3140852;Matias Cardoso;5,806;4,568
MG;3140902;Matipó;4,381;2,926
MG;3141009;Mato Verde;3,924;2,51
MG;3141108;Matozinhos;2,728;2,37
MG;3141207;Matutina;2,205;2,11
MG;3141306;Medeiros;2,41;2,18
MG;3141405;Medina;4,299;2,851
MG;3141504;Mendes Pimentel;3,03;2,21
MG;3141603;Mercês;3,147;2,155
MG;3141702;Mesquita;3,106;2,82
MG;3141801;Minas Novas;4,935;4,84
MG;3141900;Minduri;2,99;2,68
MG;3142007;Mirabela;3,549;3,199
MG;3142106;Miradouro;4,238;2,292
MG;3142205;Miraí;2,728;2,215
MG;3142254;Miravânia;4,622;4,103
MG;3142304;Moeda;3,474;2,324
MG;3142403;Moema;2,263;2,26
MG;3142502;Monjolos;4,94;2,713
MG;3142601;Monsenhor Paulo;2,637;2,649
MG;3142700;Montalvânia;4,889;3,258
MG;3142809;Monte Alegre de Minas;2,935;2,514
MG;3142908;Monte Azul;3,072;2,515
MG;3143005;Monte Belo;3,019;2,679
MG;3143104;Monte Carmelo;2,582;2,424
MG;3143153;Monte Formoso;4,32;3,7
MG;3143203;Monte Santo de Minas;3,385;2,704
MG;3143302;Montes Claros;2,842;2,061
MG;3143401;Monte Sião;2,19;2
MG;3143450;Montezuma;4,13;3,633
MG;3143500;Morada Nova de Minas;2,771;2,41
MG;3143609;Morro da Garça;3,537;2,68
MG;3143708;Morro do Pilar;4,121;2,484
MG;3143807;Munhoz;3,559;2,758
MG;3143906;Muriaé;2,411;2,38
MG;3144003;Mutum;3,268;2,248
MG;3144102;Muzambinho;2,89;2,11
MG;3144201;Nacip Raydan;4,295;4,15
MG;3144300;Nanuque;2,845;2,056
MG;3144359;Naque;3,346;2,816
MG;3144375;Natalândia;3,856;2,89
MG;3144409;Natércia;2,93;2,455
MG;3144508;Nazareno;3,118;2,449
MG;3144607;Nepomuceno;3,35;2,51
MG;3144656;Ninheira;5,093;2,833
MG;3144672;Nova Belém;3,779;3,005
MG;3144706;Nova Era;2,879;2,195
MG;3144805;Nova Lima;2,454;1,995
MG;3144904;Nova Módica;3,802;2,856
MG;3145000;Nova Ponte;2,738;2,58
MG;3145059;Nova Porteirinha;4,283;2,58
MG;3145109;Nova Resende;2,914;2,559
MG;3145208;Nova Serrana;2,514;2,16
MG;3145307;Novo Cruzeiro;3,988;3,703
MG;3145356;Novo Oriente de Minas;3,94;3,897
MG;3145372;Novorizonte;5,996;3,218
MG;3145406;Olaria;2,901;2,135
MG;3145455;Olhos-d'Água;4,98;3,046
MG;3145505;Olímpio Noronha;2,68;2,631
MG;3145604;Oliveira;2,777;1,855
MG;3145703;Oliveira Fortes;2,491;2,118
MG;3145802;Onça de Pitangui;3,764;2,784
MG;3145851;Oratórios;3,695;2,58
MG;3145877;Orizânia;3,224;2,817
MG;3145901;Ouro Branco;2,777;2,42
MG;3146008;Ouro Fino;2,19;2,001
MG;3146107;Ouro Preto;2,676;2,472
MG;3146206;Ouro Verde de Minas;5,064;3,933
MG;3146255;Padre Carvalho;6,54;4,153
MG;3146305;Padre Paraíso;3,468;3,2
MG;3146404;Paineiras;2,442;2,414
MG;3146503;Pains;2,805;2,26
MG;3146552;Pai Pedro;4,853;3,394
MG;3146602;Paiva;2,429;2,17
MG;3146701;Palma;2,15;2,01
MG;3146750;Palmópolis;4,726;2,457
MG;3146909;Papagaios;2,881;2,27
MG;3147006;Paracatu;3,746;2,893
MG;3147105;Pará de Minas;2,707;2,21
MG;3147204;Paraguaçu;2,723;2,24
MG;3147303;Paraisópolis;3,01;2,45
MG;3147402;Paraopeba;2,74;2,644
MG;3147501;Passabém;3,407;2,646
MG;3147600;Passa Quatro;2,451;2,455
MG;3147709;Passa Tempo;2,73;2,22
MG;3147808;Passa-Vinte;3,306;2,295
MG;3147907;Passos;2,437;2,07
MG;3147956;Patis;4,108;3,728
MG;3148004;Patos de Minas;2,445;2,11
MG;3148103;Patrocínio;2,89;2,663
MG;3148202;Patrocínio do Muriaé;2,662;2,38
MG;3148301;Paula Cândido;3,996;3,121
MG;3148400;Paulistas;3,758;2,711
MG;3148509;Pavão;4,38;3,4
MG;3148608;Peçanha;3,948;3,647
