Índice de Desenvolvimento Humano Municipal-ed 2003;;;;
Sigla;Código;Município;1991;2000
MA;2108702;Pio XII;0,441;0,542
MA;2108801;Pirapemas;0,451;0,572
MA;2108900;Poção de Pedras;0,486;0,582
MA;2109007;Porto Franco;0,596;0,678
MA;2109056;Porto Rico do Maranhão;0,536;0,614
MA;2109106;Presidente Dutra;0,563;0,624
MA;2109205;Presidente Juscelino;0,431;0,506
MA;2109239;Presidente Médici;0,483;0,575
MA;2109270;Presidente Sarney;0,455;0,555
MA;2109304;Presidente Vargas;0,437;0,543
MA;2109403;Primeira Cruz;0,501;0,557
MA;2109452;Raposa;0,555;0,632
MA;2109502;Riachão;0,488;0,591
MA;2109551;Ribamar Fiquene;0,47;0,624
MA;2109601;Rosário;0,544;0,63
MA;2109700;Sambaíba;0,531;0,609
MA;2109759;Santa Filomena do Maranhão;0,395;0,533
MA;2109809;Santa Helena;0,502;0,6
MA;2109908;Santa Inês;0,593;0,671
MA;2110005;Santa Luzia;0,476;0,556
MA;2110039;Santa Luzia do Paruá;0,515;0,616
MA;2110104;Santa Quitéria do Maranhão;0,457;0,561
MA;2110203;Santa Rita;0,479;0,592
MA;2110237;Santana do Maranhão;0,375;0,488
MA;2110278;Santo Amaro do Maranhão;0,477;0,512
MA;2110302;Santo Antônio dos Lopes;0,482;0,576
MA;2110401;São Benedito do Rio Preto;0,479;0,543
MA;2110500;São Bento;0,532;0,592
MA;2110609;São Bernardo;0,449;0,538
MA;2110658;São Domingos do Azeitão;0,516;0,609
MA;2110708;São Domingos do Maranhão;0,48;0,595
MA;2110807;São Félix de Balsas;0,515;0,595
MA;2110856;São Francisco do Brejão;0,527;0,629
MA;2110906;São Francisco do Maranhão;0,463;0,555
MA;2111003;São João Batista;0,495;0,592
MA;2111029;São João do Carú;0,408;0,511
MA;2111052;São João do Paraíso;0,511;0,654
MA;2111078;São João do Soter;0,402;0,523
MA;2111102;São João dos Patos;0,539;0,64
MA;2111201;São José de Ribamar;0,606;0,7
MA;2111250;São José dos Basílios;0,419;0,556
MA;2111300;São Luís;0,721;0,778
MA;2111409;São Luís Gonzaga do Maranhão;0,465;0,542
MA;2111508;São Mateus do Maranhão;0,485;0,584
MA;2111532;São Pedro da Água Branca;0,462;0,588
MA;2111573;São Pedro dos Crentes;0,537;0,626
MA;2111607;São Raimundo das Mangabeiras;0,554;0,638
MA;2111631;São Raimundo do Doca Bezerra;0,455;0,549
MA;2111672;São Roberto;0,417;0,502
MA;2111706;São Vicente Ferrer;0,474;0,571
MA;2111722;Satubinha;0,42;0,525
MA;2111748;Senador Alexandre Costa;0,432;0,534
MA;2111763;Senador La Rocque;0,464;0,588
MA;2111789;Serrano do Maranhão;0,457;0,561
MA;2111805;Sítio Novo;0,537;0,631
MA;2111904;Sucupira do Norte;0,487;0,594
MA;2111953;Sucupira do Riachão;0,474;0,605
MA;2112001;Tasso Fragoso;0,5;0,599
MA;2112100;Timbiras;0,426;0,524
MA;2112209;Timon;0,581;0,655
MA;2112233;Trizidela do Vale;0,521;0,608
MA;2112274;Tufilândia;0,43;0,521
MA;2112308;Tuntum;0,457;0,556
MA;2112407;Turiaçu;0,481;0,567
MA;2112456;Turilândia;0,439;0,527
MA;2112506;Tutóia;0,445;0,538
MA;2112605;Urbano Santos;0,475;0,556
MA;2112704;Vargem Grande;0,445;0,544
MA;2112803;Viana;0,541;0,619
MA;2112852;Vila Nova dos Martírios;0,465;0,594
MA;2112902;Vitória do Mearim;0,523;0,615
MA;2113009;Vitorino Freire;0,501;0,594
MA;2114007;Zé Doca;0,533;0,59
MG;3100104;Abadia dos Dourados;0,67;0,76
MG;3100203;Abaeté;0,68;0,778
MG;3100302;Abre Campo;0,627;0,719
MG;3100401;Acaiaca;0,59;0,678
MG;3100500;Açucena;0,579;0,659
MG;3100609;Água Boa;0,512;0,642
MG;3100708;Água Comprida;0,717;0,793
MG;3100807;Aguanil;0,636;0,741
MG;3100906;Águas Formosas;0,549;0,639
MG;3101003;Águas Vermelhas;0,53;0,628
MG;3101102;Aimorés;0,638;0,731
MG;3101201;Aiuruoca;0,641;0,736
MG;3101300;Alagoa;0,642;0,726
MG;3101409;Albertina;0,675;0,747
MG;3101508;Além Paraíba;0,715;0,777
MG;3101607;Alfenas;0,758;0,829
MG;3101631;Alfredo Vasconcelos;0,639;0,72
MG;3101706;Almenara;0,597;0,668
MG;3101805;Alpercata;0,633;0,702
MG;3101904;Alpinópolis;0,695;0,779
MG;3102001;Alterosa;0,653;0,736
MG;3102050;Alto Caparaó;0,656;0,758
MG;3102100;Alto Rio Doce;0,593;0,696
MG;3102209;Alvarenga;0,589;0,657
MG;3102308;Alvinópolis;0,673;0,727
MG;3102407;Alvorada de Minas;0,575;0,667
MG;3102506;Amparo do Serra;0,588;0,675
MG;3102605;Andradas;0,735;0,812
MG;3102704;Cachoeira de Pajeú;0,544;0,622
MG;3102803;Andrelândia;0,651;0,733
MG;3102852;Angelândia;0,54;0,635
MG;3102902;Antônio Carlos;0,638;0,733
MG;3103009;Antônio Dias;0,577;0,661
MG;3103108;Antônio Prado de Minas;0,619;0,72
MG;3103207;Araçaí;0,679;0,748
MG;3103306;Aracitaba;0,611;0,684
MG;3103405;Araçuaí;0,597;0,687
MG;3103504;Araguari;0,754;0,815
MG;3103603;Arantina;0,647;0,736
MG;3103702;Araponga;0,549;0,657
MG;3103751;Araporã;0,71;0,78
MG;3103801;Arapuá;0,701;0,776
MG;3103900;Araújos;0,681;0,755
MG;3104007;Araxá;0,736;0,799
MG;3104106;Arceburgo;0,667;0,746
MG;3104205;Arcos;0,717;0,808
MG;3104304;Areado;0,69;0,78
MG;3104403;Argirita;0,658;0,735
MG;3104452;Aricanduva;0,533;0,636
MG;3104502;Arinos;0,594;0,711
MG;3104601;Astolfo Dutra;0,685;0,771
MG;3104700;Ataléia;0,552;0,653
MG;3104809;Augusto de Lima;0,601;0,69
MG;3104908;Baependi;0,661;0,742
MG;3105004;Baldim;0,665;0,742
MG;3105103;Bambuí;0,68;0,788
MG;3105202;Bandeira;0,515;0,619
MG;3105301;Bandeira do Sul;0,685;0,774
MG;3105400;Barão de Cocais;0,689;0,757
MG;3105509;Barão de Monte Alto;0,613;0,694
MG;3105608;Barbacena;0,716;0,798
MG;3105707;Barra Longa;0,588;0,668
MG;3105905;Barroso;0,694;0,745
MG;3106002;Bela Vista de Minas;0,639;0,738
MG;3106101;Belmiro Braga;0,657;0,735
MG;3106200;Belo Horizonte;0,791;0,839
MG;3106309;Belo Oriente;0,604;0,697
MG;3106408;Belo Vale;0,637;0,733
MG;3106507;Berilo;0,617;0,68
MG;3106606;Bertópolis;0,503;0,585
MG;3106655;Berizal;0,5;0,599
MG;3106705;Betim;0,695;0,775
MG;3106804;Bias Fortes;0,641;0,713
MG;3106903;Bicas;0,735;0,799
MG;3107000;Biquinhas;0,655;0,746
MG;3107109;Boa Esperança;0,708;0,783
MG;3107208;Bocaina de Minas;0,647;0,724
MG;3107307;Bocaiúva;0,651;0,736
MG;3107406;Bom Despacho;0,721;0,799
MG;3107505;Bom Jardim de Minas;0,688;0,759
MG;3107604;Bom Jesus da Penha;0,669;0,776
MG;3107703;Bom Jesus do Amparo;0,607;0,711
MG;3107802;Bom Jesus do Galho;0,579;0,657
MG;3107901;Bom Repouso;0,668;0,75
MG;3108008;Bom Sucesso;0,665;0,754
MG;3108107;Bonfim;0,635;0,715
MG;3108206;Bonfinópolis de Minas;0,663;0,754
MG;3108255;Bonito de Minas;0,504;0,58
MG;3108305;Borda da Mata;0,718;0,78
MG;3108404;Botelhos;0,694;0,787
MG;3108503;Botumirim;0,603;0,665
MG;3108552;Brasilândia de Minas;0,622;0,745
MG;3108602;Brasília de Minas;0,6;0,692
MG;3108701;Brás Pires;0,62;0,705
MG;3108800;Braúnas;0,597;0,665
MG;3108909;Brasópolis;0,657;0,735
MG;3109006;Brumadinho;0,696;0,773
MG;3109105;Bueno Brandão;0,665;0,769
MG;3109204;Buenópolis;0,578;0,679
MG;3109253;Bugre;0,583;0,659
MG;3109303;Buritis;0,624;0,733
MG;3109402;Buritizeiro;0,586;0,659
MG;3109451;Cabeceira Grande;0,641;0,73
MG;3109501;Cabo Verde;0,653;0,749
MG;3109600;Cachoeira da Prata;0,723;0,787
MG;3109709;Cachoeira de Minas;0,68;0,768
MG;3109808;Cachoeira Dourada;0,669;0,753
MG;3109907;Caetanópolis;0,704;0,77
MG;3110004;Caeté;0,696;0,789
MG;3110103;Caiana;0,601;0,71
MG;3110202;Cajuri;0,56;0,694
MG;3110301;Caldas;0,707;0,782
MG;3110400;Camacho;0,591;0,698
MG;3110509;Camanducaia;0,666;0,775
MG;3110608;Cambuí;0,706;0,786
MG;3110707;Cambuquira;0,702;0,788
MG;3110806;Campanário;0,601;0,668
MG;3110905;Campanha;0,709;0,784
MG;3111002;Campestre;0,672;0,759
MG;3111101;Campina Verde;0,712;0,795
MG;3111150;Campo Azul;0,59;0,65
MG;3111200;Campo Belo;0,69;0,776
MG;3111309;Campo do Meio;0,671;0,749
MG;3111408;Campo Florido;0,709;0,758
MG;3111507;Campos Altos;0,692;0,786
MG;3111606;Campos Gerais;0,662;0,751
MG;3111705;Canaã;0,578;0,678
MG;3111804;Canápolis;0,68;0,755
MG;3111903;Cana Verde;0,634;0,747
MG;3112000;Candeias;0,641;0,723
MG;3112059;Cantagalo;0,579;0,674
MG;3112109;Caparaó;0,624;0,716
MG;3112208;Capela Nova;0,621;0,712
MG;3112307;Capelinha;0,564;0,673
MG;3112406;Capetinga;0,671;0,764
MG;3112505;Capim Branco;0,695;0,751
MG;3112604;Capinópolis;0,702;0,766
MG;3112653;Capitão Andrade;0,583;0,676
MG;3112703;Capitão Enéas;0,594;0,667
MG;3112802;Capitólio;0,71;0,785
MG;3112901;Caputira;0,579;0,693
MG;3113008;Caraí;0,526;0,636
MG;3113107;Caranaíba;0,626;0,706
MG;3113206;Carandaí;0,676;0,76
MG;3113305;Carangola;0,697;0,783
MG;3113404;Caratinga;0,659;0,754
MG;3113503;Carbonita;0,593;0,679
MG;3113602;Careaçu;0,688;0,77
MG;3113701;Carlos Chagas;0,579;0,681
MG;3113800;Carmésia;0,63;0,698
MG;3113909;Carmo da Cachoeira;0,641;0,745
MG;3114006;Carmo da Mata;0,662;0,743
MG;3114105;Carmo de Minas;0,663;0,744
MG;3114204;Carmo do Cajuru;0,69;0,774
MG;3114303;Carmo do Paranaíba;0,709;0,792
MG;3114402;Carmo do Rio Claro;0,669;0,772
MG;3114501;Carmópolis de Minas;0,664;0,749
MG;3114550;Carneirinho;0,671;0,763
MG;3114600;Carrancas;0,662;0,75
MG;3114709;Carvalhópolis;0,676;0,773
MG;3114808;Carvalhos;0,645;0,718
MG;3114907;Casa Grande;0,62;0,711
MG;3115003;Cascalho Rico;0,693;0,788
MG;3115102;Cássia;0,71;0,777
MG;3115201;Conceição da Barra de Minas;0,625;0,701
MG;3115300;Cataguases;0,728;0,794
MG;3115359;Catas Altas;0,668;0,756
MG;3115409;Catas Altas da Noruega;0,604;0,673
MG;3115458;Catuji;0,498;0,621
MG;3115474;Catuti;0,498;0,605
MG;3115508;Caxambu;0,734;0,796
MG;3115607;Cedro do Abaeté;0,65;0,748
MG;3115706;Central de Minas;0,602;0,692
MG;3115805;Centralina;0,683;0,75
MG;3115904;Chácara;0,666;0,724
MG;3116001;Chalé;0,614;0,72
MG;3116100;Chapada do Norte;0,554;0,641
MG;3116159;Chapada Gaúcha;0,56;0,683
MG;3116209;Chiador;0,637;0,719
MG;3116308;Cipotânea;0,574;0,643
MG;3116407;Claraval;0,679;0,74
MG;3116506;Claro dos Poções;0,591;0,685
MG;3116605;Cláudio;0,66;0,735
MG;3116704;Coimbra;0,642;0,756
MG;3116803;Coluna;0,549;0,656
MG;3116902;Comendador Gomes;0,722;0,795
MG;3117009;Comercinho;0,529;0,603
MG;3117108;Conceição da Aparecida;0,677;0,784
MG;3117207;Conceição das Pedras;0,676;0,751
MG;3117306;Conceição das Alagoas;0,713;0,767
MG;3117405;Conceição de Ipanema;0,598;0,704
MG;3117504;Conceição do Mato Dentro;0,596;0,672
MG;3117603;Conceição do Pará;0,671;0,749
MG;3117702;Conceição do Rio Verde;0,665;0,747
MG;3117801;Conceição dos Ouros;0,68;0,757
MG;3117836;Cônego Marinho;0,569;0,639
MG;3117876;Confins;0,676;0,773
MG;3117900;Congonhal;0,678;0,726
MG;3118007;Congonhas;0,709;0,788
MG;3118106;Congonhas do Norte;0,572;0,655
MG;3118205;Conquista;0,7;0,779
MG;3118304;Conselheiro Lafaiete;0,745;0,793
MG;3118403;Conselheiro Pena;0,621;0,734
MG;3118502;Consolação;0,636;0,703
MG;3118601;Contagem;0,73;0,789
MG;3118700;Coqueiral;0,681;0,752
MG;3118809;Coração de Jesus;0,598;0,687
MG;3118908;Cordisburgo;0,655;0,733
MG;3119005;Cordislândia;0,667;0,75
MG;3119104;Corinto;0,641;0,722
MG;3119203;Coroaci;0,571;0,699
MG;3119302;Coromandel;0,705;0,786
MG;3119401;Coronel Fabriciano;0,72;0,789
MG;3119500;Coronel Murta;0,578;0,673
MG;3119609;Coronel Pacheco;0,645;0,736
MG;3119708;Coronel Xavier Chaves;0,664;0,731
MG;3119807;Córrego Danta;0,666;0,752
MG;3119906;Córrego do Bom Jesus;0,642;0,735
MG;3119955;Córrego Fundo;0,649;0,73
MG;3120003;Córrego Novo;0,608;0,677
MG;3120102;Couto de Magalhães de Minas;0,62;0,712
MG;3120151;Crisólita;0,48;0,586
MG;3120201;Cristais;0,676;0,754
MG;3120300;Cristália;0,544;0,647
MG;3120409;Cristiano Otoni;0,677;0,738
MG;3120508;Cristina;0,655;0,728
MG;3120607;Crucilândia;0,645;0,718
MG;3120706;Cruzeiro da Fortaleza;0,718;0,795
MG;3120805;Cruzília;0,676;0,745
MG;3120839;Cuparaque;0,605;0,71
MG;3120870;Curral de Dentro;0,494;0,597
MG;3120904;Curvelo;0,685;0,755
MG;3121001;Datas;0,629;0,694
MG;3121100;Delfim Moreira;0,649;0,72
MG;3121209;Delfinópolis;0,659;0,752
MG;3121258;Delta;0,699;0,75
MG;3121308;Descoberto;0,661;0,748
MG;3121407;Desterro de Entre Rios;0,621;0,704
MG;3121506;Desterro do Melo;0,613;0,689
MG;3121605;Diamantina;0,674;0,748
MG;3121704;Diogo de Vasconcelos;0,584;0,66
MG;3121803;Dionísio;0,614;0,681
MG;3121902;Divinésia;0,607;0,724
MG;3122009;Divino;0,609;0,692
MG;3122108;Divino das Laranjeiras;0,611;0,703
MG;3122207;Divinolândia de Minas;0,593;0,705
MG;3122306;Divinópolis;0,755;0,831
MG;3122355;Divisa Alegre;0,53;0,656
MG;3122405;Divisa Nova;0,674;0,735
MG;3122454;Divisópolis;0,486;0,605
MG;3122470;Dom Bosco;0,647;0,75
MG;3122504;Dom Cavati;0,668;0,731
MG;3122603;Dom Joaquim;0,573;0,652
MG;3122702;Dom Silvério;0,627;0,728
MG;3122801;Dom Viçoso;0,641;0,715
MG;3122900;Dona Eusébia;0,644;0,743
MG;3123007;Dores de Campos;0,656;0,76
MG;3123106;Dores de Guanhães;0,577;0,666
MG;3123205;Dores do Indaiá;0,7;0,752
MG;3123304;Dores do Turvo;0,61;0,711
MG;3123403;Doresópolis;0,688;0,755
MG;3123502;Douradoquara;0,691;0,776
MG;3123528;Durandé;0,548;0,675
MG;3123601;Elói Mendes;0,697;0,768
MG;3123700;Engenheiro Caldas;0,622;0,661
MG;3123809;Engenheiro Navarro;0,614;0,686
MG;3123858;Entre Folhas;0,604;0,712
MG;3123908;Entre Rios de Minas;0,665;0,744
MG;3124005;Ervália;0,596;0,7
MG;3124104;Esmeraldas;0,653;0,748
MG;3124203;Espera Feliz;0,62;0,7
MG;3124302;Espinosa;0,572;0,657
MG;3124401;Espírito Santo do Dourado;0,669;0,742
MG;3124500;Estiva;0,68;0,747
MG;3124609;Estrela Dalva;0,611;0,731
MG;3124708;Estrela do Indaiá;0,634;0,738
MG;3124807;Estrela do Sul;0,68;0,747
MG;3124906;Eugenópolis;0,638;0,739
MG;3125002;Ewbank da Câmara;0,632;0,715
MG;3125101;Extrema;0,701;0,781
MG;3125200;Fama;0,699;0,786
MG;3125309;Faria Lemos;0,626;0,716
MG;3125408;Felício dos Santos;0,567;0,657
MG;3125507;São Gonçalo do Rio Preto;0,548;0,635
MG;3125606;Felisburgo;0,56;0,642
MG;3125705;Felixlândia;0,655;0,73
MG;3125804;Fernandes Tourinho;0,588;0,672
MG;3125903;Ferros;0,602;0,679
MG;3125952;Fervedouro;0,567;0,686
MG;3126000;Florestal;0,703;0,794
MG;3126109;Formiga;0,697;0,793
MG;3126208;Formoso;0,591;0,695
MG;3126307;Fortaleza de Minas;0,676;0,765
MG;3126406;Fortuna de Minas;0,644;0,716
MG;3126505;Francisco Badaró;0,541;0,646
MG;3126604;Francisco Dumont;0,572;0,656
MG;3126703;Francisco Sá;0,581;0,662
MG;3126752;Franciscópolis;0,488;0,605
MG;3126802;Frei Gaspar;0,514;0,621
MG;3126901;Frei Inocêncio;0,609;0,703
MG;3126950;Frei Lagonegro;0,499;0,612
MG;3127008;Fronteira;0,732;0,794
MG;3127057;Fronteira dos Vales;0,52;0,599
MG;3127073;Fruta de Leite;0,467;0,586
MG;3127107;Frutal;0,731;0,803
MG;3127206;Funilândia;0,644;0,706
MG;3127305;Galiléia;0,593;0,688
MG;3127339;Gameleiras;0,488;0,581
MG;3127354;Glaucilândia;0,594;0,697
MG;3127370;Goiabeira;0,553;0,67
MG;3127388;Goianá;0,63;0,741
MG;3127404;Gonçalves;0,652;0,759
MG;3127503;Gonzaga;0,554;0,646
MG;3127602;Gouveia;0,662;0,735
MG;3127701;Governador Valadares;0,717;0,772
MG;3127800;Grão Mogol;0,596;0,672
MG;3127909;Grupiara;0,696;0,774
MG;3128006;Guanhães;0,62;0,719
MG;3128105;Guapé;0,67;0,752
MG;3128204;Guaraciaba;0,564;0,666
MG;3128253;Guaraciama;0,605;0,689
MG;3128303;Guaranésia;0,685;0,769
MG;3128402;Guarani;0,672;0,759
MG;3128501;Guarará;0,654;0,75
MG;3128600;Guarda-Mor;0,668;0,744
MG;3128709;Guaxupé;0,739;0,796
MG;3128808;Guidoval;0,612;0,736
MG;3128907;Guimarânia;0,718;0,776
MG;3129004;Guiricema;0,64;0,735
MG;3129103;Gurinhatã;0,681;0,758
MG;3129202;Heliodora;0,637;0,733
MG;3129301;Iapu;0,628;0,697
MG;3129400;Ibertioga;0,636;0,712
MG;3129509;Ibiá;0,727;0,797
MG;3129608;Ibiaí;0,609;0,687
MG;3129657;Ibiracatu;0,523;0,615
MG;3129707;Ibiraci;0,675;0,762
MG;3129806;Ibirité;0,668;0,729
MG;3129905;Ibitiúra de Minas;0,704;0,775
MG;3130002;Ibituruna;0,651;0,724
MG;3130051;Icaraí de Minas;0,565;0,65
MG;3130101;Igarapé;0,693;0,753
MG;3130200;Igaratinga;0,682;0,739
MG;3130309;Iguatama;0,701;0,786
MG;3130408;Ijaci;0,66;0,738
MG;3130507;Ilicínea;0,687;0,758
MG;3130556;Imbé de Minas;0,551;0,673
MG;3130606;Inconfidentes;0,679;0,77
MG;3130655;Indaiabira;0,464;0,571
MG;3130705;Indianópolis;0,684;0,764
MG;3130804;Ingaí;0,676;0,759
MG;3130903;Inhapim;0,637;0,709
MG;3131000;Inhaúma;0,651;0,739
MG;3131109;Inimutaba;0,628;0,691
MG;3131158;Ipaba;0,599;0,702
MG;3131208;Ipanema;0,615;0,724
MG;3131307;Ipatinga;0,735;0,806
MG;3131406;Ipiaçu;0,692;0,764
MG;3131505;Ipuiúna;0,706;0,784
MG;3131604;Iraí de Minas;0,706;0,758
MG;3131703;Itabira;0,727;0,798
MG;3131802;Itabirinha de Mantena;0,586;0,681
MG;3131901;Itabirito;0,727;0,786
MG;3132008;Itacambira;0,601;0,668
MG;3132107;Itacarambi;0,537;0,622
MG;3132206;Itaguara;0,67;0,743
MG;3132305;Itaipé;0,526;0,633
MG;3132404;Itajubá;0,768;0,815
MG;3132503;Itamarandiba;0,563;0,663
MG;3132602;Itamarati de Minas;0,66;0,751
MG;3132701;Itambacuri;0,583;0,666
MG;3132800;Itambé do Mato Dentro;0,573;0,674
MG;3132909;Itamogi;0,69;0,764
MG;3133006;Itamonte;0,686;0,792
MG;3133105;Itanhandu;0,721;0,795
MG;3133204;Itanhomi;0,604;0,7
MG;3133303;Itaobim;0,598;0,689
MG;3133402;Itapagipe;0,712;0,788
MG;3133501;Itapecerica;0,675;0,763
MG;3133600;Itapeva;0,71;0,747
MG;3133709;Itatiaiuçu;0,648;0,727
MG;3133758;Itaú de Minas;0,726;0,796
MG;3133808;Itaúna;0,737;0,823
MG;3133907;Itaverava;0,627;0,684
MG;3134004;Itinga;0,54;0,624
MG;3134103;Itueta;0,612;0,704
MG;3134202;Ituiutaba;0,747;0,818
MG;3134301;Itumirim;0,675;0,76
MG;3134400;Iturama;0,714;0,802
MG;3134509;Itutinga;0,677;0,751
MG;3134608;Jaboticatubas;0,631;0,731
MG;3134707;Jacinto;0,531;0,632
MG;3134806;Jacuí;0,656;0,75
MG;3134905;Jacutinga;0,723;0,797
MG;3135001;Jaguaraçu;0,655;0,742
MG;3135050;Jaíba;0,527;0,652
MG;3135076;Jampruca;0,507;0,598
MG;3135100;Janaúba;0,641;0,716
MG;3135209;Januária;0,61;0,699
MG;3135308;Japaraíba;0,659;0,753
MG;3135357;Japonvar;0,512;0,618
MG;3135407;Jeceaba;0,629;0,732
MG;3135456;Jenipapo de Minas;0,515;0,618
MG;3135506;Jequeri;0,59;0,662
MG;3135605;Jequitaí;0,605;0,705
MG;3135704;Jequitibá;0,58;0,692
MG;3135803;Jequitinhonha;0,583;0,668
MG;3135902;Jesuânia;0,648;0,739
MG;3136009;Joaíma;0,526;0,646
MG;3136108;Joanésia;0,584;0,682
MG;3136207;João Monlevade;0,737;0,807
MG;3136306;João Pinheiro;0,659;0,748
MG;3136405;Joaquim Felício;0,57;0,673
MG;3136504;Jordânia;0,58;0,646
MG;3136520;José Gonçalves de Minas;0,552;0,646
MG;3136553;José Raydan;0,493;0,625
MG;3136579;Josenópolis;0,533;0,61
MG;3136603;Nova União;0,613;0,7
MG;3136652;Juatuba;0,655;0,751
MG;3136702;Juiz de Fora;0,769;0,828
MG;3136801;Juramento;0,582;0,68
MG;3136900;Juruaia;0,69;0,755
MG;3136959;Juvenília;0,493;0,625
MG;3137007;Ladainha;0,483;0,609
MG;3137106;Lagamar;0,661;0,731
MG;3137205;Lagoa da Prata;0,679;0,763
MG;3137304;Lagoa dos Patos;0,558;0,657
MG;3137403;Lagoa Dourada;0,667;0,734
MG;3137502;Lagoa Formosa;0,689;0,75
MG;3137536;Lagoa Grande;0,638;0,721
MG;3137601;Lagoa Santa;0,728;0,783
MG;3137700;Lajinha;0,623;0,694
MG;3137809;Lambari;0,695;0,781
MG;3137908;Lamim;0,602;0,691
MG;3138005;Laranjal;0,653;0,769
MG;3138104;Lassance;0,63;0,681
MG;3138203;Lavras;0,743;0,819
MG;3138302;Leandro Ferreira;0,63;0,737
MG;3138351;Leme do Prado;0,568;0,683
MG;3138401;Leopoldina;0,695;0,778
MG;3138500;Liberdade;0,635;0,736
MG;3138609;Lima Duarte;0,672;0,739
MG;3138625;Limeira do Oeste;0,632;0,751
MG;3138658;Lontra;0,533;0,643
MG;3138674;Luisburgo;0,576;0,701
MG;3138682;Luislândia;0,537;0,634
MG;3138708;Luminárias;0,667;0,763
MG;3138807;Luz;0,722;0,801
MG;3138906;Machacalis;0,557;0,637
MG;3139003;Machado;0,704;0,789
MG;3139102;Madre de Deus de Minas;0,658;0,734
MG;3139201;Malacacheta;0,548;0,653
MG;3139250;Mamonas;0,527;0,621
MG;3139300;Manga;0,545;0,603
MG;3139409;Manhuaçu;0,669;0,776
MG;3139508;Manhumirim;0,664;0,732
MG;3139607;Mantena;0,633;0,724
MG;3139706;Maravilhas;0,684;0,738
MG;3139805;Mar de Espanha;0,674;0,741
MG;3139904;Maria da Fé;0,658;0,733
MG;3140001;Mariana;0,708;0,772
MG;3140100;Marilac;0,566;0,648
MG;3140159;Mário Campos;0,635;0,711
MG;3140209;Maripá de Minas;0,667;0,749
MG;3140308;Marliéria;0,626;0,731
MG;3140407;Marmelópolis;0,629;0,721
MG;3140506;Martinho Campos;0,676;0,748
MG;3140530;Martins Soares;0,645;0,707
MG;3140555;Mata Verde;0,468;0,604
MG;3140605;Materlândia;0,545;0,647
MG;3140704;Mateus Leme;0,672;0,745
MG;3140803;Matias Barbosa;0,698;0,782
MG;3140852;Matias Cardoso;0,494;0,602
MG;3140902;Matipó;0,576;0,683
MG;3141009;Mato Verde;0,575;0,669
MG;3141108;Matozinhos;0,703;0,774
MG;3141207;Matutina;0,685;0,766
MG;3141306;Medeiros;0,707;0,792
MG;3141405;Medina;0,565;0,645
MG;3141504;Mendes Pimentel;0,586;0,661
MG;3141603;Mercês;0,594;0,717
MG;3141702;Mesquita;0,585;0,677
MG;3141801;Minas Novas;0,525;0,633
MG;3141900;Minduri;0,672;0,752
MG;3142007;Mirabela;0,595;0,658
MG;3142106;Miradouro;0,601;0,698
MG;3142205;Miraí;0,648;0,724
MG;3142254;Miravânia;0,533;0,644
MG;3142304;Moeda;0,647;0,733
MG;3142403;Moema;0,691;0,773
MG;3142502;Monjolos;0,577;0,676
MG;3142601;Monsenhor Paulo;0,674;0,764
MG;3142700;Montalvânia;0,595;0,645
MG;3142809;Monte Alegre de Minas;0,71;0,759
MG;3142908;Monte Azul;0,569;0,657
MG;3143005;Monte Belo;0,641;0,728
MG;3143104;Monte Carmelo;0,717;0,768
MG;3143153;Monte Formoso;0,464;0,57
MG;3143203;Monte Santo de Minas;0,672;0,745
MG;3143302;Montes Claros;0,721;0,783
MG;3143401;Monte Sião;0,697;0,811
MG;3143450;Montezuma;0,465;0,589
MG;3143500;Morada Nova de Minas;0,681;0,76
MG;3143609;Morro da Garça;0,579;0,68
MG;3143708;Morro do Pilar;0,543;0,682
MG;3143807;Munhoz;0,666;0,743
MG;3143906;Muriaé;0,707;0,773
MG;3144003;Mutum;0,585;0,712
MG;3144102;Muzambinho;0,731;0,801
MG;3144201;Nacip Raydan;0,547;0,611
MG;3144300;Nanuque;0,622;0,708
MG;3144359;Naque;0,623;0,703
MG;3144375;Natalândia;0,644;0,722
MG;3144409;Natércia;0,696;0,784
MG;3144508;Nazareno;0,648;0,726
MG;3144607;Nepomuceno;0,665;0,747
MG;3144656;Ninheira;0,48;0,604
MG;3144672;Nova Belém;0,495;0,648
MG;3144706;Nova Era;0,694;0,792
MG;3144805;Nova Lima;0,744;0,821
MG;3144904;Nova Módica;0,573;0,659
MG;3145000;Nova Ponte;0,73;0,803
MG;3145059;Nova Porteirinha;0,598;0,685
MG;3145109;Nova Resende;0,657;0,727
MG;3145208;Nova Serrana;0,713;0,801
MG;3145307;Novo Cruzeiro;0,525;0,629
MG;3145356;Novo Oriente de Minas;0,511;0,582
MG;3145372;Novorizonte;0,501;0,648
MG;3145406;Olaria;0,593;0,69
MG;3145455;Olhos-d'Água;0,555;0,669
MG;3145505;Olímpio Noronha;0,659;0,747
MG;3145604;Oliveira;0,701;0,77
MG;3145703;Oliveira Fortes;0,618;0,695
MG;3145802;Onça de Pitangui;0,66;0,758
MG;3145851;Oratórios;0,569;0,663
MG;3145877;Orizânia;0,581;0,648
MG;3145901;Ouro Branco;0,744;0,801
MG;3146008;Ouro Fino;0,696;0,798
MG;3146107;Ouro Preto;0,708;0,787
MG;3146206;Ouro Verde de Minas;0,486;0,615
MG;3146255;Padre Carvalho;0,539;0,618
MG;3146305;Padre Paraíso;0,56;0,656
